"numcoutrex","codesolution","coderex","minicoutrex","maxicoutrex","reelcoutrex","codemonnaiecoutrex","codeunitecoutrex","codedifficulte","codelicense"
"1343","1128","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1344","719","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1345","1130","1268",NULL,NULL,NULL,"1","1",NULL,"3"
"1346","839","1269",NULL,NULL,NULL,"1","1",NULL,"3"
"1347","335","1269",NULL,NULL,NULL,"1","1",NULL,"3"
"1348","334","1269",NULL,NULL,NULL,"1","1",NULL,"3"
"1349","412","1269",NULL,NULL,NULL,"1","1",NULL,"3"
"1350","989","1270",NULL,NULL,NULL,"1","1",NULL,"3"
"1351","99","1270",NULL,NULL,NULL,"1","1",NULL,"3"
"1352","97","1270",NULL,NULL,NULL,"1","1",NULL,"3"
"1353","569","1270",NULL,NULL,NULL,"1","1",NULL,"3"
"1354","69","1270",NULL,NULL,NULL,"1","1",NULL,"3"
"1355","334","1270",NULL,NULL,NULL,"1","1",NULL,"3"
"1356","335","1270",NULL,NULL,NULL,"1","1",NULL,"3"
"1357","335","1271",NULL,NULL,NULL,"1","1",NULL,"3"
"1358","334","1271",NULL,NULL,NULL,"1","1",NULL,"3"
"1359","1130","1271",NULL,NULL,NULL,"1","1",NULL,"3"
"1360","543","1271",NULL,NULL,NULL,"1","1",NULL,"3"
"1361","869","1271",NULL,NULL,NULL,"1","1",NULL,"3"
"1362","1468","1271",NULL,NULL,NULL,"1","1",NULL,"3"
"1363","110","1236",NULL,NULL,NULL,"1","1",NULL,"3"
"1364","97","1240",NULL,NULL,NULL,"1","1",NULL,"3"
"1365","544","1240",NULL,NULL,NULL,"1","1",NULL,"3"
"1366","391","1240",NULL,NULL,NULL,"1","1",NULL,"3"
"1367","214","481",NULL,NULL,NULL,"1","1",NULL,"3"
"1368","708","481",NULL,NULL,NULL,"1","1",NULL,"3"
"1369","29","594",NULL,NULL,NULL,"1","1",NULL,"3"
"1370","790","594",NULL,NULL,NULL,"1","1",NULL,"3"
"1371","578","713",NULL,NULL,"2900","3","1",NULL,"3"
"1372","1111","713",NULL,NULL,NULL,"1","1",NULL,"3"
"1373","139","713","2000","4000",NULL,"1","1",NULL,"3"
"1374","719","747",NULL,NULL,"460000","7","1",NULL,"3"
"1375","839","1595",NULL,NULL,NULL,"1","1",NULL,"3"
"1376","701","1596",NULL,NULL,NULL,"1","1",NULL,"3"
"1377","1130","1990",NULL,NULL,NULL,"1","1",NULL,"3"
"1378","213","1990",NULL,NULL,NULL,"1","1",NULL,"3"
"1379","1129","1990",NULL,NULL,NULL,"1","1",NULL,"3"
"1380","488","1990",NULL,NULL,NULL,"1","1",NULL,"3"
"1381","253","597",NULL,NULL,NULL,"1","1",NULL,"3"
"1382","79","1990",NULL,NULL,NULL,"1","1",NULL,"3"
"1383","502","1990",NULL,NULL,NULL,"1","1",NULL,"3"
"1384","99","597",NULL,NULL,NULL,"1","1",NULL,"3"
"1385","250","597",NULL,NULL,NULL,"1","1",NULL,"3"
"1386","251","597",NULL,NULL,NULL,"1","1",NULL,"3"
"1387","240","598",NULL,NULL,NULL,"1","1",NULL,"3"
"1388","1061","144",NULL,NULL,NULL,"1","1",NULL,"3"
"1389","502","144",NULL,NULL,NULL,"1","1",NULL,"3"
"1390","146","144",NULL,NULL,NULL,"1","1",NULL,"3"
"1391","148","144",NULL,NULL,NULL,"1","1",NULL,"3"
"1392","768","521",NULL,NULL,"400000","7","1",NULL,"3"
"1394","582","600",NULL,NULL,"265000","3","1",NULL,"3"
"1396","544","600",NULL,NULL,NULL,"1","1",NULL,"3"
"1397","1081","600",NULL,NULL,NULL,"1","1",NULL,"3"
"1398","236","600",NULL,NULL,NULL,"1","1",NULL,"3"
"1399","488","522",NULL,NULL,"2800000","7","1",NULL,"3"
"1400","79","576",NULL,NULL,"230000","7","1",NULL,"3"
"1401","223","601",NULL,NULL,NULL,"1","1",NULL,"3"
"1402","97","602",NULL,NULL,NULL,"1","1",NULL,"3"
"1403","1081","602",NULL,NULL,NULL,"1","1",NULL,"3"
"1404","839","702",NULL,NULL,NULL,"1","1",NULL,"3"
"1405","236","602",NULL,NULL,NULL,"1","1",NULL,"3"
"1406","839","618",NULL,NULL,NULL,"1","1",NULL,"3"
"1407","1111","618",NULL,NULL,NULL,"1","1",NULL,"3"
"1408","223","618",NULL,NULL,NULL,"1","1",NULL,"3"
"1409","847","618",NULL,NULL,NULL,"1","1",NULL,"3"
"1410","1118","618",NULL,NULL,"12132","2","1",NULL,"3"
"1411","147","618",NULL,NULL,"269317","3","1",NULL,"3"
"1412","839","698",NULL,NULL,NULL,"1","1",NULL,"3"
"1413","531","698",NULL,NULL,NULL,"1","1",NULL,"3"
"1414","531","707",NULL,NULL,NULL,"1","1",NULL,"3"
"1415","539","192",NULL,NULL,"31763","2","1",NULL,"3"
"1416","914","192",NULL,NULL,"95056","2","1",NULL,"3"
"1417","913","192",NULL,NULL,NULL,"1","1",NULL,"3"
"1418","701","709",NULL,NULL,NULL,"1","1",NULL,"3"
"1419","1459","192",NULL,NULL,"153345","2","1",NULL,"3"
"1420","1000","710",NULL,NULL,NULL,"1","1",NULL,"3"
"1421","916","192",NULL,NULL,"425000","2","1",NULL,"3"
"1422","779","710",NULL,NULL,NULL,"1","1",NULL,"3"
"1423","488","710",NULL,NULL,NULL,"1","1",NULL,"3"
"1424","428","710",NULL,NULL,NULL,"1","1",NULL,"3"
"1425","989","710",NULL,NULL,NULL,"1","1",NULL,"3"
"1426","236","629",NULL,NULL,NULL,"1","1",NULL,"3"
"1427","334","629",NULL,"2210",NULL,"3","1",NULL,"3"
"1428","329","303",NULL,NULL,"250000","2","1",NULL,"3"
"1429","406","629",NULL,NULL,NULL,"1","1",NULL,"3"
"1431","1111","711",NULL,NULL,"40000","3","1",NULL,"3"
"1432","379","629",NULL,NULL,NULL,"1","1",NULL,"3"
"1433","97","629",NULL,NULL,NULL,"1","1",NULL,"3"
"1434","914","629","5","8",NULL,"2","32",NULL,"3"
"1435","857","722",NULL,NULL,"156000","3","1",NULL,"3"
"1436","160","757",NULL,NULL,NULL,"1","1",NULL,"3"
"1437","161","757",NULL,NULL,NULL,"1","1",NULL,"3"
"1438","146","757",NULL,NULL,NULL,"1","1",NULL,"3"
"1439","502","757",NULL,NULL,NULL,"1","1",NULL,"3"
"1440","223","630",NULL,NULL,NULL,"1","1",NULL,"3"
"1441","334","630",NULL,"2210",NULL,"3","1",NULL,"3"
"1442","420","630",NULL,NULL,NULL,"1","1",NULL,"3"
"1443","531","630",NULL,NULL,NULL,"1","1",NULL,"3"
"1446","415","630",NULL,NULL,NULL,"1","1",NULL,"3"
"1454","531","631",NULL,NULL,NULL,"1","1",NULL,"3"
"1455","46","631",NULL,NULL,NULL,"1","1",NULL,"3"
"1456","839","1785",NULL,NULL,NULL,"1","1",NULL,"3"
"1457","222","1785",NULL,NULL,NULL,"1","1",NULL,"3"
"1458","839","495",NULL,NULL,NULL,"1","1",NULL,"3"
"1459","223","495",NULL,NULL,NULL,"1","1",NULL,"3"
"1460","531","585",NULL,NULL,"60000","7","1",NULL,"3"
"1461","276","631",NULL,NULL,NULL,"1","1",NULL,"3"
"1462","701","1588",NULL,NULL,NULL,"1","1",NULL,"3"
"1463","334","1588",NULL,NULL,NULL,"1","1",NULL,"3"
"1464","221","1588",NULL,NULL,NULL,"1","1",NULL,"3"
"1465","236","632",NULL,NULL,NULL,"1","1",NULL,"3"
"1466","1558","632",NULL,NULL,NULL,"1","1",NULL,"3"
"1467","701","1591",NULL,NULL,NULL,"1","1",NULL,"3"
"1468","1099","632",NULL,NULL,NULL,"1","1",NULL,"3"
"1469","97","632",NULL,NULL,NULL,"1","1",NULL,"3"
"1470","334","632",NULL,NULL,NULL,"1","1",NULL,"3"
"1471","701","1592",NULL,NULL,NULL,"1","1",NULL,"3"
"1472","839","1592",NULL,NULL,NULL,"1","1",NULL,"3"
"1473","334","1592",NULL,NULL,NULL,"1","1",NULL,"3"
"1476","701","1593",NULL,NULL,NULL,"1","1",NULL,"3"
"1477","839","1594",NULL,NULL,NULL,"1","1",NULL,"3"
"1478","701","1597",NULL,NULL,NULL,"1","1",NULL,"3"
"1479","334","1597",NULL,NULL,NULL,"1","1",NULL,"3"
"1480","839","1598",NULL,NULL,NULL,"1","1",NULL,"3"
"1481","852","1599",NULL,NULL,NULL,"1","1",NULL,"3"
"1482","334","1599",NULL,NULL,NULL,"1","1",NULL,"3"
"1483","97","633",NULL,NULL,NULL,"1","1",NULL,"3"
"1484","236","633",NULL,NULL,NULL,"1","1",NULL,"3"
"1485","1558","633",NULL,NULL,NULL,"1","1",NULL,"3"
"1486","701","633",NULL,NULL,NULL,"1","1",NULL,"3"
"1487","406","1600",NULL,NULL,NULL,"1","1",NULL,"3"
"1488","839","1601",NULL,NULL,"3700","3","1",NULL,"3"
"1489","928","633",NULL,NULL,NULL,"1","1",NULL,"3"
"1490","701","1602",NULL,NULL,NULL,"1","1",NULL,"3"
"1491","852","1604",NULL,NULL,NULL,"1","1",NULL,"3"
"1492","1554","634",NULL,NULL,NULL,"1","1",NULL,"3"
"1493","236","634",NULL,NULL,NULL,"1","1",NULL,"3"
"1494","334","634",NULL,NULL,NULL,"1","1",NULL,"3"
"1495","295","634",NULL,NULL,NULL,"1","1",NULL,"3"
"1496","276","634",NULL,NULL,NULL,"1","1",NULL,"3"
"1497","1081","635",NULL,NULL,NULL,"1","1",NULL,"3"
"1498","573","635",NULL,NULL,NULL,"1","1",NULL,"3"
"1501","236","635",NULL,NULL,NULL,"1","1",NULL,"3"
"1502","334","635",NULL,NULL,NULL,"1","1",NULL,"3"
"1503","254","635",NULL,"25",NULL,"2","8",NULL,"3"
"1504","1554","635",NULL,NULL,NULL,"1","1",NULL,"3"
"1505","236","636",NULL,NULL,NULL,"1","1",NULL,"3"
"1506","378","636",NULL,NULL,NULL,"1","1",NULL,"3"
"1507","1056","636",NULL,NULL,NULL,"1","1",NULL,"3"
"1508","163","552",NULL,NULL,NULL,"1","1",NULL,"3"
"1509","150","531",NULL,NULL,"2000000","7","1",NULL,"3"
"1511","1088","637",NULL,NULL,"6","2","5",NULL,"3"
"1512","332","581",NULL,NULL,"50000","3","1",NULL,"3"
"1513","240","650",NULL,NULL,NULL,"1","1",NULL,"3"
"1516","147","655",NULL,NULL,NULL,"1","1",NULL,"3"
"1517","161","655",NULL,NULL,NULL,"1","1",NULL,"3"
"1518","236","655",NULL,NULL,NULL,"1","1",NULL,"3"
"1519","449","651",NULL,NULL,NULL,"1","1",NULL,"3"
"1520","1","655",NULL,NULL,NULL,"1","1",NULL,"3"
"1521","276","717",NULL,NULL,NULL,"1","1",NULL,"3"
"1522","705","717",NULL,NULL,NULL,"1","1",NULL,"3"
"1523","839","717",NULL,NULL,NULL,"1","1",NULL,"3"
"1524","249","717",NULL,NULL,NULL,"1","1",NULL,"3"
"1525","418","849",NULL,NULL,NULL,"1","1",NULL,"3"
"1526","531","849",NULL,NULL,NULL,"1","1",NULL,"3"
"1527","335","849",NULL,NULL,NULL,"1","1",NULL,"3"
"1528","334","849",NULL,NULL,NULL,"1","1",NULL,"3"
"1529","252","1198",NULL,NULL,NULL,"1","1",NULL,"3"
"1530","250","1198",NULL,NULL,NULL,"1","1",NULL,"3"
"1531","254","1198",NULL,"25",NULL,"2","8",NULL,"3"
"1532","270","1198",NULL,NULL,NULL,"1","1",NULL,"3"
"1533","421","1198",NULL,NULL,NULL,"1","1",NULL,"3"
"1534","986","1199",NULL,NULL,NULL,"1","1",NULL,"3"
"1535","914","1199","5","8",NULL,"2","32",NULL,"3"
"1536","97","1199",NULL,NULL,NULL,"1","1",NULL,"3"
"1537","569","1265",NULL,NULL,NULL,"1","1",NULL,"3"
"1538","1108","1265",NULL,NULL,NULL,"1","1",NULL,"3"
"1539","808","1265","50","150",NULL,"2","8",NULL,"3"
"1540","261","1265",NULL,NULL,NULL,"1","1",NULL,"3"
"1541","236","1310",NULL,NULL,NULL,"1","1",NULL,"3"
"1542","334","1310",NULL,NULL,NULL,"1","1",NULL,"3"
"1543","1558","1310",NULL,NULL,NULL,"1","1",NULL,"3"
"1544","270","1310","100","200",NULL,"2","8",NULL,"3"
"1545","1108","1310",NULL,NULL,NULL,"1","1",NULL,"3"
"1546","914","1310","5","8",NULL,"2","32",NULL,"3"
"1547","236","1311",NULL,NULL,NULL,"1","1",NULL,"3"
"1548","914","1311","5","8",NULL,"2","32",NULL,"3"
"1549","97","1312",NULL,NULL,NULL,"1","1",NULL,"3"
"1550","844","1312",NULL,NULL,NULL,"1","1",NULL,"3"
"1551","914","1489","5","8",NULL,"2","32",NULL,"3"
"1552","335","700",NULL,NULL,NULL,"1","1",NULL,"3"
"1553","914","700","5","8",NULL,"2","32",NULL,"3"
"1554","449","700",NULL,NULL,NULL,"1","1",NULL,"3"
"1555","906","700",NULL,NULL,NULL,"1","1",NULL,"3"
"1556","196","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1557","204","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1558","191","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1559","370","496",NULL,NULL,NULL,"1","1",NULL,"3"
"1560","182","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1561","780","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1562","394","496",NULL,NULL,NULL,"1","1",NULL,"3"
"1563","236","496",NULL,NULL,NULL,"1","1",NULL,"3"
"1564","43","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1565","857","496",NULL,NULL,NULL,"1","1",NULL,"3"
"1566","914","496",NULL,NULL,NULL,"1","1",NULL,"3"
"1567","1107","496",NULL,NULL,NULL,"1","1",NULL,"3"
"1568","962","658",NULL,NULL,NULL,"7","1",NULL,"3"
"1569","1028","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1570","711","496",NULL,NULL,NULL,"1","1",NULL,"3"
"1571","1505","658",NULL,NULL,NULL,"1","1",NULL,"3"
"1572","378","536",NULL,NULL,NULL,"1","1",NULL,"3"
"1573","160","699",NULL,NULL,NULL,"1","1",NULL,"3"
"1574","1055","699",NULL,NULL,NULL,"1","1",NULL,"3"
"1575","573","537",NULL,NULL,NULL,"1","1",NULL,"3"
"1576","1077","568",NULL,NULL,NULL,"1","1",NULL,"3"
"1577","334","706",NULL,NULL,NULL,"1","1",NULL,"3"
"1578","55","574",NULL,NULL,NULL,"1","1",NULL,"3"
"1580","160","706",NULL,NULL,NULL,"1","1",NULL,"3"
"1581","428","706",NULL,NULL,NULL,"1","1",NULL,"3"
"1582","154","706",NULL,NULL,NULL,"1","1",NULL,"3"
"1583","137","595",NULL,NULL,NULL,"1","1",NULL,"3"
"1584","160","708",NULL,NULL,NULL,"1","1",NULL,"3"
"1585","154","708",NULL,NULL,NULL,"1","1",NULL,"3"
"1587","154","708",NULL,NULL,NULL,"1","1",NULL,"3"
"1588","240","1425",NULL,NULL,NULL,"1","1",NULL,"3"
"1589","161","708",NULL,NULL,NULL,"1","1",NULL,"3"
"1590","240","1426",NULL,NULL,NULL,"1","1",NULL,"3"
"1591","154","739",NULL,NULL,"10000000","7","1",NULL,"3"
"1592","160","758",NULL,NULL,"500","3","1",NULL,"3"
"1593","1111","1427",NULL,NULL,NULL,"1","1",NULL,"3"
"1594","334","758",NULL,NULL,NULL,"1","1",NULL,"3"
"1596","79","758",NULL,NULL,NULL,"1","1",NULL,"3"
"1597","160","759",NULL,NULL,NULL,"1","1",NULL,"3"
"1599","1136","759",NULL,NULL,NULL,"1","1",NULL,"3"
"1600","240","1428",NULL,NULL,NULL,"1","1",NULL,"3"
"1601","888","759",NULL,NULL,NULL,"1","1",NULL,"3"
"1602","390","1428",NULL,NULL,NULL,"1","1",NULL,"3"
"1603","428","759",NULL,NULL,NULL,"1","1",NULL,"3"
"1604","240","1429",NULL,NULL,NULL,"1","1",NULL,"3"
"1605","154","1479",NULL,NULL,NULL,"1","1",NULL,"3"
"1606","852","1479",NULL,NULL,NULL,"1","1",NULL,"3"
"1607","334","1479",NULL,NULL,NULL,"1","1",NULL,"3"
"1608","180","1479",NULL,NULL,NULL,"1","1",NULL,"3"
"1609","1124","1479",NULL,NULL,NULL,"1","1",NULL,"3"
"1611","807","1479",NULL,NULL,NULL,"1","1",NULL,"3"
"1612","476","1479",NULL,NULL,NULL,"1","1",NULL,"3"
"1613","154","1748",NULL,NULL,NULL,"1","1",NULL,"3"
"1614","270","1449","100","200",NULL,"2","8",NULL,"3"
"1615","147","1748",NULL,NULL,NULL,"1","1",NULL,"3"
"1616","1056","1748",NULL,NULL,NULL,"1","1",NULL,"3"
"1617","154","1751",NULL,NULL,NULL,"1","1",NULL,"3"
"1618","373","1449",NULL,NULL,NULL,"1","1",NULL,"3"
"1619","1118","1751",NULL,NULL,NULL,"1","1",NULL,"3"
"1620","701","1449",NULL,NULL,NULL,"1","1",NULL,"3"
"1621","147","1751",NULL,NULL,NULL,"1","1",NULL,"3"
"1622","334","1449",NULL,"2210",NULL,"3","1",NULL,"3"
"1623","500","1751",NULL,NULL,NULL,"1","1",NULL,"3"
"1624","1055","1751",NULL,NULL,NULL,"1","1",NULL,"3"
"1625","1554","1450",NULL,NULL,NULL,"1","1",NULL,"3"
"1626","332","1757",NULL,NULL,NULL,"1","1",NULL,"3"
"1627","335","1450",NULL,"9483",NULL,"3","1",NULL,"3"
"1628","145","1757",NULL,NULL,NULL,"1","1",NULL,"3"
"1629","986","1450",NULL,NULL,NULL,"1","1",NULL,"3"
"1630","160","1757",NULL,NULL,NULL,"1","1",NULL,"3"
"1631","147","1757",NULL,NULL,NULL,"1","1",NULL,"3"
"1632","155","1757",NULL,NULL,NULL,"1","1",NULL,"3"
"1633","160","1759",NULL,NULL,NULL,"1","1",NULL,"3"
"1634","147","1759",NULL,NULL,NULL,"1","1",NULL,"3"
"1635","1056","1759",NULL,NULL,NULL,"1","1",NULL,"3"
"1636","388","1450",NULL,NULL,NULL,"1","1",NULL,"3"
"1638","160","1760",NULL,NULL,NULL,"1","1",NULL,"3"
"1639","1057","1760",NULL,NULL,NULL,"1","1",NULL,"3"
"1640","332","1762",NULL,NULL,NULL,"1","1",NULL,"3"
"1642","839","1451",NULL,NULL,NULL,"1","1",NULL,"3"
"1643","1057","1762",NULL,NULL,NULL,"1","1",NULL,"3"
"1644","406","1451",NULL,NULL,NULL,"1","1",NULL,"3"
"1645","151","1762",NULL,NULL,NULL,"1","1",NULL,"3"
"1646","160","1762",NULL,NULL,NULL,"1","1",NULL,"3"
"1647","388","1762",NULL,NULL,NULL,"1","1",NULL,"3"
"1648","147","1762",NULL,NULL,NULL,"1","1",NULL,"3"
"1649","258","1762",NULL,NULL,NULL,"1","1",NULL,"3"
"1650","544","1451",NULL,NULL,"10243","3","1",NULL,"3"
"1651","146","1766",NULL,NULL,NULL,"1","1",NULL,"3"
"1652","929","1766",NULL,NULL,NULL,"1","1",NULL,"3"
"1653","791","1451","170","210",NULL,"2","16",NULL,"3"
"1654","500","1766",NULL,NULL,NULL,"1","1",NULL,"3"
"1655","1118","1766",NULL,NULL,NULL,"1","1",NULL,"3"
"1656","160","1766",NULL,NULL,NULL,"1","1",NULL,"3"
"1657","531","1555",NULL,NULL,NULL,"1","1",NULL,"3"
"1658","154","1745",NULL,NULL,NULL,"1","1",NULL,"3"
"1659","153","1745",NULL,NULL,NULL,"1","1",NULL,"3"
"1660","147","1745",NULL,NULL,NULL,"1","1",NULL,"3"
"1661","160","1745",NULL,NULL,NULL,"1","1",NULL,"3"
"1662","1056","1745",NULL,NULL,NULL,"1","1",NULL,"3"
"1663","151","1805",NULL,NULL,NULL,"1","1",NULL,"3"
"1664","147","1805",NULL,NULL,NULL,"1","1",NULL,"3"
"1665","1118","1805",NULL,NULL,NULL,"1","1",NULL,"3"
"1666","779","1805",NULL,NULL,NULL,"1","1",NULL,"3"
"1667","1486","801",NULL,NULL,NULL,"1","1",NULL,"3"
"1668","500","1805",NULL,NULL,NULL,"1","1",NULL,"3"
"1669","778","1805",NULL,NULL,NULL,"1","1",NULL,"3"
"1670","1055","1829",NULL,NULL,NULL,"1","1",NULL,"3"
"1671","394","1488",NULL,NULL,NULL,"1","1",NULL,"3"
"1672","105","1488","230","450",NULL,"2","1",NULL,"3"
"1673","500","1829",NULL,NULL,NULL,"1","1",NULL,"3"
"1674","425","1488",NULL,NULL,NULL,"1","1",NULL,"3"
"1675","150","1829",NULL,NULL,NULL,"1","1",NULL,"3"
"1677","160","1829",NULL,NULL,NULL,"1","1",NULL,"3"
"1678","154","1862",NULL,NULL,NULL,"1","1",NULL,"3"
"1679","977","1619",NULL,NULL,NULL,"1","1",NULL,"3"
"1680","54","1619",NULL,NULL,NULL,"1","1",NULL,"3"
"1681","1129","1862",NULL,NULL,NULL,"1","1",NULL,"3"
"1682","145","1862",NULL,NULL,NULL,"1","1",NULL,"3"
"1683","160","1862",NULL,NULL,NULL,"1","1",NULL,"3"
"1684","1056","1862",NULL,NULL,NULL,"1","1",NULL,"3"
"1685","1118","1866",NULL,NULL,NULL,"1","1",NULL,"3"
"1686","500","1866",NULL,NULL,NULL,"1","1",NULL,"3"
"1687","154","1866",NULL,NULL,NULL,"1","1",NULL,"3"
"1689","488","1930",NULL,NULL,NULL,"1","1",NULL,"3"
"1690","154","1930",NULL,NULL,NULL,"1","1",NULL,"3"
"1691","151","1930",NULL,NULL,NULL,"1","1",NULL,"3"
"1692","147","1930",NULL,NULL,NULL,"1","1",NULL,"3"
"1693","914","567","5","8",NULL,"2","32",NULL,"3"
"1694","1118","1930",NULL,NULL,NULL,"1","1",NULL,"3"
"1695","582","567",NULL,NULL,NULL,"1","1",NULL,"3"
"1696","449","1980",NULL,NULL,NULL,"1","1",NULL,"3"
"1697","332","1980",NULL,NULL,NULL,"1","1",NULL,"3"
"1698","250","625",NULL,NULL,NULL,"1","1",NULL,"3"
"1699","148","1980",NULL,NULL,NULL,"1","1",NULL,"3"
"1700","780","1980",NULL,NULL,NULL,"1","1",NULL,"3"
"1701","295","625","100","300",NULL,"2","35",NULL,"3"
"1702","852","1980",NULL,NULL,NULL,"1","1",NULL,"3"
"1703","808","626","50","150",NULL,"2","8",NULL,"3"
"1704","154","1984",NULL,NULL,NULL,"1","1",NULL,"3"
"1705","332","1984",NULL,NULL,NULL,"1","1",NULL,"3"
"1706","1118","1984",NULL,NULL,NULL,"1","1",NULL,"3"
"1707","1061","1984",NULL,NULL,NULL,"1","1",NULL,"3"
"1708","250","627",NULL,NULL,NULL,"1","1",NULL,"3"
"1709","808","627","50","150",NULL,"2","8",NULL,"3"
"1710","804","723",NULL,NULL,NULL,"1","1",NULL,"3"
"1711","160","720",NULL,NULL,NULL,"1","1",NULL,"3"
"1712","17","719",NULL,NULL,"900000","3","1",NULL,"3"
"1713","808","1193","50","150",NULL,"2","8",NULL,"3"
"1714","254","1194",NULL,"25",NULL,"2","8",NULL,"3"
"1715","808","1194","50","150",NULL,"2","8",NULL,"3"
"1716","254","1195",NULL,"25",NULL,"2","8",NULL,"3"
"1717","255","1195",NULL,NULL,NULL,"1","1",NULL,"3"
"1718","808","1195","50","150",NULL,"2","8",NULL,"3"
"1719","254","1196",NULL,"25",NULL,"2","8",NULL,"3"
"1720","255","1196",NULL,NULL,NULL,"1","1",NULL,"3"
"1721","254","1217",NULL,"25",NULL,"2","8",NULL,"3"
"1722","808","1217","50","150",NULL,"2","8",NULL,"3"
"1723","808","1262","50","150",NULL,"2","8",NULL,"3"
"1724","1141","718",NULL,NULL,NULL,"1","1",NULL,"3"
"1725","139","718",NULL,NULL,NULL,"1","1",NULL,"3"
"1726","986","1309",NULL,NULL,NULL,"1","1",NULL,"3"
"1727","914","1616","5","8",NULL,"2","32",NULL,"3"
"1728","553","1729",NULL,NULL,NULL,"1","1",NULL,"3"
"1729","154","718",NULL,NULL,NULL,"1","1",NULL,"3"
"1731","1055","653",NULL,NULL,NULL,"1","1",NULL,"3"
"1732","240","705",NULL,NULL,"330000","3","1",NULL,"3"
"1734","1011","724",NULL,NULL,NULL,"1","1",NULL,"3"
"1735","721","697",NULL,NULL,NULL,"1","1",NULL,"3"
"1736","1129","1743",NULL,NULL,NULL,"1","1",NULL,"3"
"1737","780","1743",NULL,NULL,NULL,"1","1",NULL,"3"
"1738","1129","1742",NULL,NULL,NULL,"1","1",NULL,"3"
"1739","780","1742",NULL,NULL,NULL,"1","1",NULL,"3"
"1740","1017","1683",NULL,NULL,"37920","3","1",NULL,"3"
"1741","1011","1682",NULL,NULL,NULL,"1","1",NULL,"3"
"1742","1479","1206",NULL,NULL,NULL,"1","1",NULL,"3"
"1743","1054","1682",NULL,NULL,NULL,"1","1",NULL,"3"
"1744","780","1682",NULL,NULL,NULL,"1","1",NULL,"3"
"1745","482","1659",NULL,NULL,NULL,"1","1",NULL,"3"
"1746","1128","1659",NULL,NULL,NULL,"1","1",NULL,"3"
"1747","824","1659",NULL,NULL,NULL,"1","1",NULL,"3"
"1748","1113","1513",NULL,NULL,NULL,"1","1",NULL,"3"
"1749","291","1659",NULL,NULL,NULL,"1","1",NULL,"3"
"1750","1486","1514",NULL,NULL,NULL,"1","1",NULL,"3"
"1751","1604","1621",NULL,NULL,NULL,"1","1",NULL,"3"
"1752","1128","1659",NULL,NULL,NULL,"1","1",NULL,"3"
"1753","804","1539",NULL,NULL,NULL,"1","1",NULL,"3"
"1754","869","1539",NULL,NULL,NULL,"1","1",NULL,"3"
"1755","1484","1539",NULL,NULL,NULL,"1","1",NULL,"3"
"1756","1490","809",NULL,NULL,"128364","1","1",NULL,"3"
"1757","962","809",NULL,NULL,"19075","3","1",NULL,"3"
"1758","780","562",NULL,NULL,NULL,"1","1",NULL,"3"
"1759","483","562",NULL,NULL,NULL,"1","1",NULL,"3"
"1760","46","563",NULL,NULL,NULL,"1","1",NULL,"3"
"1761","4","563",NULL,NULL,NULL,"1","1",NULL,"3"
"1762","1055","1527",NULL,NULL,"524375","5","1",NULL,"3"
"1763","882","767",NULL,NULL,NULL,"1","1",NULL,"3"
"1764","708","767",NULL,NULL,NULL,"1","1",NULL,"3"
"1765","361","767",NULL,NULL,NULL,"1","1",NULL,"3"
"1766","1003","767",NULL,NULL,NULL,"1","1",NULL,"3"
"1767","780","767",NULL,NULL,NULL,"1","1",NULL,"3"
"1768","1463","1938",NULL,NULL,NULL,"1","1",NULL,"3"
"1769","777","784",NULL,NULL,NULL,"1","1",NULL,"3"
"1770","776","784",NULL,NULL,NULL,"1","1",NULL,"3"
"1771","321","784",NULL,NULL,"26500","5","1",NULL,"3"
"1772","1055","784",NULL,NULL,"76407","5","1",NULL,"3"
"1773","777","785",NULL,NULL,"349340","5","1",NULL,"3"
"1774","1055","786",NULL,NULL,"374848","5","1",NULL,"3"
"1775","777","786",NULL,NULL,NULL,"1","1",NULL,"3"
"1776","1055","786",NULL,NULL,NULL,"1","1",NULL,"3"
"1777","1464","1947",NULL,NULL,NULL,"1","1",NULL,"3"
"1779","914","455",NULL,NULL,"4409","2","1",NULL,"3"
"1780","914","456",NULL,NULL,"39864","2","1",NULL,"3"
"1781","539","456",NULL,NULL,"7400","2","1",NULL,"3"
"1782","784","457",NULL,NULL,"20000","2","1",NULL,"3"
"1783","552","458",NULL,NULL,"25100","2","1",NULL,"3"
"1784","296","459",NULL,NULL,NULL,"1","1",NULL,"3"
"1785","738","460",NULL,NULL,"4500","2","1",NULL,"3"
"1786","832","461",NULL,NULL,"8190","2","1",NULL,"3"
"1787","832","462",NULL,NULL,"37000","2","1",NULL,"3"
"1788","552","463",NULL,NULL,"8300","2","1",NULL,"3"
"1791","1445","615","170","210",NULL,"2","5",NULL,"3"
"1792","334","1212",NULL,"2210",NULL,"3","1",NULL,"3"
