"numrex","codereference","codepublic","codemonnaie","codetauxmonnaie","gainfinancierrex","gainfinancierperioderex","energierex","codeuniteenergie","codeperiodeenergie","codeenergierex","gesrex","ratiogainrex","trirex","capexrex","capexperioderex","opexrex","codeTechno1","codeTechno2","codeTechno3","codetravaux","codereseau","codelicense","availablelangue"
"795","1881","3","5","5",NULL,"1","1053","2","3","1","62",NULL,NULL,"449475","2",NULL,"7","21","24","2","1","3","2,3,4"
"796","1882","3","5","5",NULL,"1","3001","2","3","1","159","0.5",NULL,"188107","2",NULL,"22","18","1","3","1","3","2,3,4"
"797","1883","3","5","5",NULL,"1","319","2","3","1","19",NULL,NULL,"75000","2",NULL,"7","1","1","1","1","3","2,3,4"
"798","1884","3","5","5",NULL,"1","1055","2","3","1","56","0.65",NULL,"99283","2",NULL,"22","18","1","3","1","3","2,3,4"
"799","1885","3","5","5",NULL,"1","1572","2","3","1","81",NULL,NULL,"153450","2",NULL,"7","1","1","3","1","3","2,3,4"
"800","1886","3","5","5",NULL,"1","304","2","3","1","18",NULL,NULL,"128245","2",NULL,"24","1","1","3","1","3","2,3,4"
"801","1887","3","5","5",NULL,"1","1072","2","3","1","64",NULL,NULL,"145000","2",NULL,"7","1","1","2","1","3","2,3,4"
"802","1888","3","5","5",NULL,"1","1188","2","3","8","62",NULL,NULL,"127000","2",NULL,"18","1","1","1","1","3","2,3,4"
"803","1889","3","5","5",NULL,"1","227","2","3","1","13",NULL,NULL,"58415","2",NULL,"7","1","1","1","1","3","2,3,4"
"804","1890","3","5","5",NULL,"1","619081","2","3","1","37259",NULL,NULL,"25647355","2",NULL,"12","1","1","3","1","3","2,3,4"
"805","1891","3","5","5",NULL,"1","116747","2","3","1","8643",NULL,NULL,"1938610","2",NULL,"19","44","1","3","1","3","2,3,4"
"806","1892","3","5","5",NULL,"1","11154","2","3","1","739",NULL,NULL,"306196","2",NULL,"17","1","1","3","1","3","2,3,4"
"807","1893","3","5","5",NULL,"1","14199","2","3","4","8495",NULL,NULL,"5310033","2",NULL,"12","1","1","3","1","3","2,3,4"
"808","1894","3","5","5",NULL,"1","11761","2","3","4","55527",NULL,NULL,"10901777","2",NULL,"38","17","1","3","3","3","2,3,4"
"809","1895","3","5","5",NULL,"1","6119","2","3","1","346",NULL,NULL,"489651","2",NULL,"18","12","1","3","1","3","2,3,4"
"810","1896","1","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"59979","2",NULL,"38","1","1","1","1","3","2,3,4"
"811","1897","1","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"54230","2",NULL,"38","1","1","3","1","3","2,3,4"
"812","1898","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"50228","2",NULL,"20","1","1","3","1","3","2,3,4"
"813","1899","2","3","3","162299","3","10241","11","3","1","1808",NULL,"9.6","1552087","2",NULL,"8","7","12","1","1","3","2,3,4"
"814","1900","2","3","3","300000","1","78000","12","3","2","58000",NULL,NULL,NULL,"1",NULL,"39","30","1","1","2","3","2,3,4"
"815","1901","1","3","3","4923431","3","134479","11","3","1",NULL,NULL,"5","24616413","2",NULL,"33","7","45","1","2","3","2,3,4"
"816","1902","3","3","3","3300000","3","64911","12","3","1","45223",NULL,"1","3400000","2",NULL,"17","1","1","1","1","3","2,3,4"
"817","1903","3","3","3","6100000","3",NULL,"1","3","3",NULL,NULL,"1","6000000","2",NULL,"21","1","1","1","1","3","2,3,4"
"818","1904","3","3","3","1941318","3","125083","11","3","1",NULL,NULL,NULL,"17696374","2",NULL,"14","7","8","1","1","3","2,3,4"
"819","1905","3","3","3","250000","3",NULL,"1","1","1",NULL,NULL,"5","1200000","2",NULL,"33","44","1","3","2","3","2,3,4"
"820","1906","3","3","3","1400000","3","69164","12","3","4",NULL,NULL,"0.6","937200","2",NULL,"12","15","11","1","1","3","2,3,4"
"821","1907","3","3","3",NULL,"1",NULL,"1","1","1","2900000",NULL,NULL,NULL,"1",NULL,"33","1","1","3","3","3","2,3,4"
"822","1908","3","3","3","911000","3","250000","11","3","3",NULL,NULL,"0.13","110000","2",NULL,"12","1","1","1","1","3","2,3,4"
"823","1909","3","3","3","142000","1","56900","11","3","4","3300","0.08",NULL,NULL,"1",NULL,"17","1","1","1","1","3","2,3,4"
"824","1910","3","3","3","420000","3","764000","11","3","1",NULL,NULL,"0.17","65000","2",NULL,"12","1","1","1","1","3","2,3,4"
"825","1911","3","3","3","2043000","3","37515","12","3","1",NULL,NULL,"3.11","6368000","2",NULL,"12","17","11","1","1","3","2,3,4"
"826","1912","3","3","3","840000","3","960000","11","3","4",NULL,NULL,"1.9","1618900","2",NULL,"24","11","1","1","1","3","2,3,4"
"827","1913","2","3","3",NULL,"1","4000","11","3","1",NULL,NULL,NULL,NULL,"1",NULL,"9","8","15","1","1","3","2,3,4"
"828","1914","3","3","3","29000000","1",NULL,"1","3","1",NULL,NULL,NULL,"254000000","2",NULL,"33","1","1","3","2","3","2,3,4"
"829","1915","3","3","3",NULL,"1",NULL,"1","1","1","250000",NULL,NULL,NULL,"1",NULL,"33","1","1","3","3","3","2,3,4"
"830","1916","3","3","3","400000","3",NULL,"1","1","1",NULL,NULL,"17.5","7000000","2",NULL,"33","44","1","3","3","3","2,3,4"
"831","1917","1","3","3","3100000","1",NULL,"1","1","1",NULL,NULL,NULL,"16000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"832","1918","2","3","3",NULL,"1","1000000","11","3","1","143400",NULL,NULL,"50000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"833","1919","2","3","3","1116000","3",NULL,"1","1","1",NULL,NULL,"6.36","7000000","2",NULL,"33","1","1","3","3","3","2,3,4"
"834","1920","2","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"33","1","1","3","3","3","2,3,4"
"835","1921","3","3","3","133000","3",NULL,"1","1","1",NULL,NULL,"9","1200000","2",NULL,"33","44","1","3","2","3","2,3,4"
"836","1922","3","3","3","1000000","3","64164","12","3","1",NULL,NULL,"2","2046000","2",NULL,"33","11","24","3","3","3","2,3,4"
"837","1923","3","3","3",NULL,"1",NULL,"1","1","1","52000",NULL,"6",NULL,"1",NULL,"33","44","1","3","3","3","2,3,4"
"838","1924","3","3","3","329000","3","15766","12","3","1",NULL,NULL,"1.2","373000","2",NULL,"17","12","1","1","1","3","2,3,4"
"839","1925","3","3","3","12756000","3","243796","12","3","1","28576",NULL,"2","27155339","2",NULL,"19","24","15","1","1","3","2,3,4"
"840","1926","3","3","3","52500","1",NULL,"1","1","1",NULL,NULL,NULL,"6000","2",NULL,"17","1","1","1","1","3","2,3,4"
"841","1927","3","3","3","375000","3","170000","11","3","1",NULL,NULL,NULL,NULL,"1",NULL,"17","1","1","1","1","3","2,3,4"
"842","1928","2","3","3","1037589","3","21887","11","3","1",NULL,NULL,"6.3","6572936","2",NULL,"12","3","1","1","1","3","2,3,4"
"843","1929","2","3","3","777359","3","46428","11","3","1",NULL,NULL,NULL,"921372","2",NULL,"17","3","9","1","1","3","2,3,4"
"844","1930","3","3","3","329991","3","4000","12","3","2",NULL,"0.2","5.9","1959642","1",NULL,"14","3","8","1","1","3","2,3,4"
"845","1932","2","3","3","283281","3","149409","11","3","1",NULL,NULL,"0.45","2426150","2",NULL,"7","8","1","3","1","3","2,3,4"
"846","1931","3","3","3",NULL,"1",NULL,"1","1","1",NULL,NULL,"6",NULL,"1",NULL,"33","1","1","3","4","3","2,3,4"
"848","1934","1","3","3","304247","3","10931","11","3","1",NULL,"0.4","7.8","2366270","2",NULL,"8","45","7","1","2","3","2,3,4"
"849","1935","2","3","3","1370000","2",NULL,"1","1","1",NULL,NULL,"5","964714","2",NULL,"8","1","1","3","3","3","2,3,4"
"850","1936","3","3","3","2900000","3","611207","11","3","1",NULL,NULL,"2.1","61000000","2",NULL,"24","19","1","1","1","3","2,3,4"
"851","1937","3","3","3","1600000","3",NULL,"1","1","1",NULL,NULL,"2.18","3488000","2",NULL,"12","17","1","1","1","3","2,3,4"
"852","1938","3","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"33","1","1","3","3","3","2,3,4"
"853","1939","3","3","3",NULL,"1","1280000","11","3","1","56000",NULL,NULL,"19000000","2",NULL,"24","30","1","3","3","3","2,3,4"
"854","1940","3","3","3","1500000","3","33703","12","3","4",NULL,NULL,"1.9","2893500","2",NULL,"19","17","1","3","1","3","2,3,4"
"855","1941","3","3","3","42000","1","22000","11","3","1",NULL,"0.058",NULL,NULL,"1",NULL,"17","1","1","1","1","3","2,3,4"
"856","1942","3","3","3",NULL,"1",NULL,"1","1","1","6600",NULL,"5",NULL,"1",NULL,"33","1","1","3","4","3","2,3,4"
"857","1943","3","3","3",NULL,"1",NULL,"1","1","1","1800","0.36","2.5",NULL,"1",NULL,"33","1","1","3","3","3","2,3,4"
"858","1944","3","3","3","180000","1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"33","1","1","3","3","3","2,3,4"
"859","1945","3","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"33","24","14","3","3","3","2,3,4"
"860","1946","3","3","3","1200000","3","650000","21","3","7",NULL,NULL,"10","12000000","2",NULL,"39","1","1","2","2","3","2,3,4"
"861","1947","3","3","3","13333000","3","750000","11","3","1","305000",NULL,NULL,"72000000","2",NULL,"33","1","1","3","4","3","2,3,4"
"862","1948","3","3","3","138560","3","62899","11","3","4","15694",NULL,"0.5","69280","2",NULL,"17","1","1","1","1","3","2,3,4"
"863","1949","3","3","3","4400000","3","25000","11","3","3",NULL,NULL,"3.6","15700000","2",NULL,"19","1","1","2","1","3","2,3,4"
"864","1950","2","3","3","1230797","3","110094","11","3","1",NULL,NULL,"6.4","7818170","2",NULL,"8","14","1","1","1","3","2,3,4"
"865","1951","2","3","3","528724","3","22519","11","3","1",NULL,NULL,"8.4","4428666","2",NULL,"17","11","8","3","1","3","2,3,4"
"866","1952","3","3","3","1400000","3","31651","12","3","1",NULL,NULL,"0.7","934000","2",NULL,"30","21","1","1","1","3","2,3,4"
"867","1953","3","3","3","130000","3",NULL,"1","3","1",NULL,NULL,"10","1300000","2",NULL,"33","1","1","3","3","3","2,3,4"
"868","1954","3","1","1",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"33","44","1","2","2","3","2,3,4"
"869","1932","2","3","3","408012","3","33902","11","3","1",NULL,NULL,"9","3670524","2",NULL,"7","8","1","3","1","3","2,3,4"
"870","1932","2","3","3","849480","3","50377","11","3","1",NULL,NULL,"5.7","4851805","2",NULL,"7","8","1","3","1","3","2,3,4"
"871","1958","2","3","3","2635556","3","193734","11","3","1",NULL,NULL,"9.1","23923660","2",NULL,"7","8","15","1","1","3","2,3,4"
"872","1958","2","3","3","991476","3","47897","11","3","1",NULL,NULL,"9.7","9608229","2",NULL,"7","8","28","1","1","3","2,3,4"
"873","1958","2","3","3","391729","3","26560","11","3","1",NULL,NULL,"10.8","4232665","2",NULL,"7","15","1","1","1","3","2,3,4"
"874","1958","2","3","3","1513383","3","161031","11","3","1",NULL,NULL,"8.2","12404017","2",NULL,"12","7","8","1","1","3","2,3,4"
"875","1958","2","3","3","256164","3","15994","11","3","1",NULL,NULL,"8.2","2108767","2",NULL,"7","8","15","1","1","3","2,3,4"
"876","1932","2","3","3","434895","3","13236","11","3","1",NULL,NULL,"7.5","3240937","2",NULL,"7","1","1","1","1","3","2,3,4"
"877","1958","2","3","3","886327","3","68772","11","3","1",NULL,NULL,"6.2","5500000","2",NULL,"7","9","28","1","1","3","2,3,4"
"878","1958","2","3","3","433895","3","21287","11","3","1",NULL,NULL,"11.3","4899579","2",NULL,"12","7","8","1","1","3","2,3,4"
"879","1932","2","3","3","592935","3","49863","11","3","1",NULL,NULL,"7.7","4564542","2",NULL,"8","7","1","1","1","3","2,3,4"
"880","1932","2","3","3","1243261","3","51085","11","3","1",NULL,NULL,"5.4","6665175","2",NULL,"8","1","1","3","2","3","2,3,4"
"881","1958","2","3","3","1283677","3","59486","11","3","1",NULL,NULL,"9.2","11863538","2",NULL,"7","8","1","1","1","3","2,3,4"
"882","1932","2","3","3","1471300","3","75347","11","3","1",NULL,NULL,"5.2","7693007","2",NULL,"17","8","1","1","1","3","2,3,4"
"883","1958","2","3","3","923811","3","33197","11","3","1",NULL,NULL,"9.9","9128208","2",NULL,"8","28","7","1","1","3","2,3,4"
"884","1958","2","3","3","932207","3","47025","11","3","1",NULL,NULL,"6.3","5877660","2",NULL,"7","8","28","1","1","3","2,3,4"
"885","1958","2","3","3","7238340","3","322739","11","3","1",NULL,NULL,"6","43622762","2",NULL,"7","8","12","1","1","3","2,3,4"
"886","1958","2","3","3","4216458","3","133671","11","3","1",NULL,NULL,"8","33743479","2",NULL,"7","8","28","1","1","3","2,3,4"
"887","1958","2","3","3","5213609","3","176515","11","3","1",NULL,NULL,"8","41953355","2",NULL,"7","8","17","1","1","3","2,3,4"
"888","1958","2","3","3","2612146","3","123414","11","3","1",NULL,NULL,"6.5","17003722","2",NULL,"7","8","17","1","1","3","2,3,4"
"889","1958","2","3","3","285271","3","4632","11","3","1",NULL,NULL,"6.3","1786056","2",NULL,"8","1","1","1","1","3","2,3,4"
"890","1958","2","3","3","1759354","3","227416","11","3","1",NULL,NULL,"6.8","11879525","2",NULL,"7","8","9","1","1","3","2,3,4"
"891","1958","2","3","3","195989","3","6996","11","3","1",NULL,NULL,"6.8","1326355","2",NULL,"7","8","1","1","1","3","2,3,4"
"892","1958","2","3","3","764345","3","29481","11","3","1",NULL,NULL,"6.5","4964428","2",NULL,"7","8","1","1","1","3","2,3,4"
"893","1958","2","3","3","2102540","3","82876","11","3","1",NULL,NULL,"9","19020674","2",NULL,"7","8","28","1","1","3","2,3,4"
"894","1958","2","3","3","490520","3","25694","11","3","1",NULL,NULL,"5","2451630","2",NULL,"7","8","28","1","1","3","2,3,4"
"895","1958","2","3","3","951932","3","43602","11","3","1",NULL,NULL,"8.2","7822429","2",NULL,"13","1","1","1","1","3","2,3,4"
"896","1958","2","3","3","566925","3","39638","11","3","1",NULL,NULL,"6.9","3891447","2",NULL,"7","17","1","1","1","3","2,3,4"
"897","1958","2","3","3","1283699","3","48722","11","3","1",NULL,NULL,"7.3","9359579","2",NULL,"7","8","9","1","1","3","2,3,4"
"898","1958","2","3","3","506485","3","30234","11","3","1",NULL,NULL,"6.3","3170492","2",NULL,"7","8","9","1","1","3","2,3,4"
"899","1958","2","3","3","563558","3","29090","11","3","1",NULL,NULL,"6.8","3847202","2",NULL,"7","8","1","1","1","3","2,3,4"
"900","1958","2","3","3","2426381","3","61269","11","3","1",NULL,NULL,"8.7","21013363","2",NULL,"7","8","1","1","1","3","2,3,4"
"901","1958","2","3","3","1241058","3","13610","11","3","1",NULL,NULL,"7.6","9413520","2",NULL,"12","7","8","1","1","3","2,3,4"
"902","1958","2","3","3","991795","3","53073","11","3","1",NULL,NULL,"6.4","6364427","2",NULL,"28","8","1","1","1","3","2,3,4"
"903","1958","2","3","3","1763407","3","57481","11","3","1",NULL,NULL,"6.6","11593095","2",NULL,"7","8","1","1","1","3","2,3,4"
"904","1958","2","3","3","2683187","3","139882","11","3","1",NULL,NULL,"2.5","6592684","2",NULL,"7","8","28","1","1","3","2,3,4"
"905","1958","2","3","3","2402210","3","91003","11","3","1",NULL,NULL,"7.3","17524678","2",NULL,"8","28","7","1","1","3","2,3,4"
"906","1958","2","3","3","3276767","3","206913","11","3","1",NULL,NULL,"5.4","17568974","2",NULL,"12","8","7","1","1","3","2,3,4"
"907","1958","2","3","3","858541","3","23744","11","3","1",NULL,NULL,"8.7","7484402","2",NULL,"7","8","15","1","1","3","2,3,4"
"908","1958","2","3","3","611137","3","34272","11","3","1",NULL,NULL,"7.2","4421694","2",NULL,"7","8","1","1","1","3","2,3,4"
"909","1958","2","3","3","1737212","3","79915","11","3","1",NULL,NULL,"8.2","14293689","2",NULL,"7","8","15","1","1","3","2,3,4"
"910","1958","2","3","3","1931900","3","174718","11","3","1",NULL,NULL,"5.9","11465803","2",NULL,"8","7","1","1","1","3","2,3,4"
"911","1958","2","3","3","1470410","3","48648","11","3","1",NULL,NULL,"6.2","9086313","2",NULL,"7","8","1","1","1","3","2,3,4"
"912","1958","2","3","3","4838000","3","329744","11","3","1",NULL,NULL,"8.2","39821642","2",NULL,"7","8","1","1","1","3","2,3,4"
"913","1957","1","3","3","163129","3","4669","11","3","1",NULL,NULL,"10","1629567","2",NULL,"12","7","15","1","1","3","2,3,4"
"914","1957","1","3","3","334994","3","25580","11","3","1",NULL,NULL,"11.7","3924290","2",NULL,"14","8","9","1","1","3","2,3,4"
"915","1957","1","3","3","397943","3","31552","11","3","1",NULL,NULL,"10.5","4173115","2",NULL,"7","9","28","1","1","3","2,3,4"
"916","1899","2","3","3","363436","3","15411","11","3","1",NULL,NULL,"10.1","3657852","2",NULL,"12","7","8","1","1","3","2,3,4"
"917","1899","2","3","3","3104472","3","10764","11","3","1",NULL,NULL,"5.7","17575835","2",NULL,"7","12","28","1","1","3","2,3,4"
"918","1958","2","3","3","638784","3","21967","11","3","1",NULL,NULL,"8.5","5460427","2",NULL,"7","1","1","1","1","3","2,3,4"
"919","1958","2","3","3","850271","3","21565","11","3","1",NULL,NULL,"8.2","6963417","2",NULL,"14","7","8","1","1","3","2,3,4"
"920","1958","2","3","3","576018","3","19246","11","3","1",NULL,NULL,"7.7","4430528","2",NULL,"7","8","1","1","1","3","2,3,4"
"921","1958","2","3","3","1796894","3","97022","11","3","1",NULL,NULL,"5.9","10597656","2",NULL,"17","7","8","1","1","3","2,3,4"
"922","1958","2","3","3","766250","3","18051","11","3","1",NULL,NULL,"8.2","6251765","2",NULL,"7","8","28","1","1","3","2,3,4"
"923","1958","2","3","3","894621","3","22835","11","3","1",NULL,NULL,"7","6279280","2",NULL,"14","8","7","1","1","3","2,3,4"
"924","1958","2","3","3","1398044","3","47374","11","3","1",NULL,NULL,"7.6","10647966","2",NULL,"8","12","19","1","1","3","2,3,4"
"925","1958","2","3","3","1778992","3","40104","11","3","1",NULL,NULL,"7.7","13618580","2",NULL,"8","28","3","1","1","3","2,3,4"
"926","1958","2","3","3","2577438","3","65928","11","3","1",NULL,NULL,"7.2","18580668","2",NULL,"12","7","8","1","1","3","2,3,4"
"927","1958","2","3","3","2349826","3","18473","11","3","1",NULL,NULL,"5.4","12576721","2",NULL,"8","28","1","1","1","3","2,3,4"
"928","1958","2","3","3","4598861","3","78154","11","3","1",NULL,NULL,"7.8","36021555","2",NULL,"12","7","15","1","1","3","2,3,4"
"929","1958","2","3","3","1388522","3","51983","11","3","1",NULL,NULL,"6.8","9421181","2",NULL,"8","28","7","1","1","3","2,3,4"
"930","1958","2","3","3","1034409","3","65937","11","3","1",NULL,NULL,"8.6","8870913","2",NULL,"8","28","7","1","1","3","2,3,4"
"931","1958","2","3","3","1660777","3","71467","11","3","1",NULL,NULL,"6.4","10581586","2",NULL,"8","28","17","1","1","3","2,3,4"
"932","1958","2","3","3","1273200","3","36364","11","3","1",NULL,NULL,"7.5","9583249","2",NULL,"28","7","12","1","1","3","2,3,4"
"933","1958","2","3","3","1442316","3","42240","11","3","1",NULL,NULL,"9.3","13465127","2",NULL,"8","7","28","1","1","3","2,3,4"
"934","1958","3","3","3","1140733","3","31871","11","3","1",NULL,NULL,"7.2","8221945","2",NULL,"7","8","28","1","1","3","2,3,4"
"935","1958","2","3","3","868965","3","74093","11","3","1",NULL,NULL,"5.9","5085245","2",NULL,"8","3","15","1","1","3","2,3,4"
"936","1958","2","3","3","382711","3","39801","11","3","1",NULL,NULL,"5.6","2142880","2",NULL,"12","7","8","1","1","3","2,3,4"
"937","1958","2","3","3","157740","3","9328","11","3","1",NULL,NULL,"6","949114","2",NULL,"7","8","1","1","1","3","2,3,4"
"938","1958","2","3","3","276716","3","59368","11","3","1",NULL,NULL,"10.9","3013135","2",NULL,"12","17","1","1","1","3","2,3,4"
"939","1958","2","3","3","41010","3","1878","11","3","1",NULL,NULL,"7.5","306830","2",NULL,"8","28","1","1","1","3","2,3,4"
"940","1958","2","3","3","611795","3","86713","11","3","1",NULL,NULL,"7.3","4449685","2",NULL,"7","8","17","1","1","3","2,3,4"
"941","1958","2","3","3","105360","3","2664","11","3","1",NULL,NULL,"7.4","779000","2",NULL,"8","13","1","1","1","3","2,3,4"
"942","1958","2","3","3","348320","3","24107","11","3","1",NULL,NULL,"7.4","2583804","2",NULL,"14","3","8","1","1","3","2,3,4"
"943","1958","2","3","3","140288","3","5666","11","3","1",NULL,NULL,"7","982744","2",NULL,"8","1","1","1","1","3","2,3,4"
"944","1958","2","3","3","293461","3","43182","11","3","1",NULL,NULL,"8","2338963","2",NULL,"7","3","8","1","1","3","2,3,4"
"945","1958","2","3","3","2906590","3","223900","11","3","1",NULL,NULL,"6.7","19485333","2",NULL,"8","3","7","1","1","3","2,3,4"
"946","1958","2","3","3","1294692","3","59232","11","3","1",NULL,NULL,"6.9","8941365","2",NULL,"12","7","9","1","1","3","2,3,4"
"947","1958","2","3","3","528063","3","41272","11","3","1",NULL,NULL,"6.3","3307200","2",NULL,"38","1","1","1","1","3","2,3,4"
"948","1959","2","3","3","85952","3","9528","11","3","1",NULL,NULL,"6.7","578218","2",NULL,"7","8","17","1","1","3","2,3,4"
"949","1959","2","3","3","1344220","3","104945","11","3","1",NULL,NULL,"5.9","7969749","2",NULL,"7","17","28","1","1","3","2,3,4"
"950","1959","2","3","3","597298","3","24058","11","3","1",NULL,NULL,"5.9","3549777","2",NULL,"15","14","13","1","1","3","2,3,4"
"951","1959","2","3","3","1985289","3","80341","11","3","1",NULL,NULL,"5.9","11701483","2",NULL,"17","8","3","1","1","3","2,3,4"
"952","1959","2","3","3","1985289","3","80341","11","3","1",NULL,NULL,"5.9","11701483","2",NULL,"3","8","17","1","1","3","2,3,4"
"953","1958","2","3","3","2559212","3","18214","11","3","1",NULL,NULL,"5.3","13444000","2",NULL,"9","1","1","1","1","3","2,3,4"
"954","1958","2","3","3","1447924","3","13417","11","3","1",NULL,NULL,"11","15976782","2",NULL,"7","9","28","1","1","3","2,3,4"
"955","1958","2","3","3","4772910","3","56651","11","3","1",NULL,NULL,"7.6","36195622","2",NULL,"12","7","8","1","1","3","2,3,4"
"956","1958","2","3","3","146559","3","4843","11","3","1",NULL,NULL,"10","1467819","2",NULL,"3","8","1","1","1","3","2,3,4"
"957","1958","2","3","3","1665256","3","80412","11","3","1",NULL,NULL,"12.6","20982747","2",NULL,"7","8","17","1","1","3","2,3,4"
"958","1958","2","3","3","1033131","3","26386","11","3","1",NULL,NULL,"6.9","7127303","2",NULL,"8","28","7","1","1","3","2,3,4"
"959","1958","2","3","3","32568","3","1248","11","3","1",NULL,NULL,"6.3","205475","2",NULL,"8","1","1","1","1","3","2,3,4"
"960","1958","2","3","3","925697","3","18083","11","3","1",NULL,NULL,"6.7","6210033","2",NULL,"3","8","17","1","1","3","2,3,4"
"961","1958","2","3","3","754516","3","25204","11","3","1",NULL,NULL,"7.3","5493895","2",NULL,"14","7","1","1","1","3","2,3,4"
"962","1958","2","3","3","271140","3","13857","11","3","1",NULL,NULL,"6.8","1830611","2",NULL,"12","7","8","1","1","3","2,3,4"
"963","1958","2","3","3","843843","3","10841","11","3","1",NULL,NULL,"4.8","4016891","2",NULL,"14","8","28","1","1","3","2,3,4"
