"codelangue","codeappelobjet","traductiondictionnaire"
"2","1139","Récupérateur de chaleur sur l'air extrait des cabines de peinture"
"2","1139","<P>Le chauffage constituant environ 60% de la consommation des cabines de peinture à air chaud, l’installation d’un échangeur de chaleur sur l’air extrait permet d'optimiser ce poste.</P>
<P>Il existe quatre types de technologies pour récupérer la chaleur sur l’air chaud : </P>
<UL>
<LI>les échangeurs rotatifs, où les deux flux d’air traversent une moitié de roue. L’air chaud chauffe la roue qui transmet la chaleur à l’air à préchauffer ;</LI>
<LI>les échangeurs à caloducs utilisant un fluide intermédiaire qui s’évapore et se condense entre la source chaude et la source froide ;&nbsp;</LI>
<LI>les échangeurs à double batteries air/eau utilisant un circuit intermédiaire. Leur rendement est d’environ 40% ;</LI>
<LI>les échangeurs à plaques air/air. Le fluide circule de part et d’autre de l’échangeur transmettant la chaleur sans se mélanger. Leur rendement est d’environ 50% de rendement. Ces échangeurs sont couramment utilisés dans ce type d’application . Le coût est de 15 k€ à 20 k€ pour une cabine de peinture 32 000m3/h avec Surcout de 11 à 15 k€ lorsqu’il est appliqué sur une nouvelle installation.</LI></UL>"
"3","1139","Heat recovery from exhaust air painting booths"
"3","1139","<P>Heating constituting about 60% of the consumption of paint booths hot air , installing a heat exchanger in the exhaust air optimizes the position.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">There are four types of technologies to recover heat from the hot air :</P>
<UL>
<LI style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">rotary heat exchangers, where the two air flows through a wheel half . The hot air heats the wheel which transmits the heat to the air to preheat ;</LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">exchangers using heat pipes through which a fluid evaporates and condenses between the heat source and heat sink ;</LI>
<LI style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">exchangers double water coils / air using an intermediate circuit. Their yield is about 40% ;<BR>exchangers air / air plates. The fluid flows on both sides of the heat exchanger passing without mixing. Their yield is about 50 % yield. These heat exchangers are commonly used in this type of application . The cost is € 15 k to 20 k € for a paint booth 32 000m3 / h with extra cost from 11 to 15 k € when applied to a new installation.</LI></UL>"
"4","1139","Recuperación de calor sobre le aire extraído de las cabinas de pintura"
"4","1139","<P>Le chauffage constituant environ 60% de la consommation des cabines de peinture à air chaud, l’installation d’un échangeur de chaleur sur l’air extrait permet d'optimiser ce poste.</P>
<P>Il existe quatre types de technologies pour récupérer la chaleur sur l’air chaud : </P>
<UL>
<LI>les échangeurs rotatifs, où les deux flux d’air traversent une moitié de roue. L’air chaud chauffe la roue qui transmet la chaleur à l’air à préchauffer ;</LI>
<LI>les échangeurs à caloducs utilisant un fluide intermédiaire qui s’évapore et se condense entre la source chaude et la source froide ;&nbsp;</LI>
<LI>les échangeurs à double batteries air/eau utilisant un circuit intermédiaire. Leur rendement est d’environ 40% ;</LI>
<LI>les échangeurs à plaques air/air. Le fluide circule de part et d’autre de l’échangeur transmettant la chaleur sans se mélanger. Leur rendement est d’environ 50% de rendement. Ces échangeurs sont couramment utilisés dans ce type d’application . Le coût est de 15 k€ à 20 k€ pour une cabine de peinture 32 000m3/h avec Surcout de 11 à 15 k€ lorsqu’il est appliqué sur une nouvelle installation.</LI></UL>"
"2","1140","Variateur de vitesse sur presse à injecter"
"2","1140","<P>La puissance maximale du circuit hydraulique pour injecter le matériau, fermer, maintenir puis ouvrir le moule n’est requise que pendant un court moment du cycle. Cette puissance est appelée pendant la phase d’injection et de fermeture du moule. Ces phases ne durent que 6 à 7 secondes sur un cycle d’une trentaine de secondes. </P>
<P>Dans le cas de presses avec accumulateur, l’excès d’huile est envoyé dans ce dernier lorsque la charge est faible. Cette évacuation impacte la durée du cycle et implique des consommations énergétiques supplémentaires car le moteur consomme de l’énergie pour évacuer ce surplus d’huile. <BR>Le variateur de vitesse permet d’ajuster la vitesse du moteur à la puissance réellement nécessaire optimisant ainsi le volume d’huile requis par le process. </P>"
"3","1140","Variable speed injection molding"
"3","1140","<P>The maximum power of the hydraulic system to inject the material, close, maintain and open the mold is required only for a short time cycle. This power is called during the injection phase and closing the mold. These phases last only 6-7 seconds on a cycle of about thirty seconds.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">For presses with battery, excess oil is sent to the latter when the load is low. This impacts the discharge cycle and involves additional energy consumption as the engine consumes energy to remove the excess oil.<BR>The controller adjusts the speed of the motor to the power actually required optimizing the volume of oil required by the process.</P>"
"4","1140","Variador de velocidad sobre prensa a inyectar"
"4","1140","<P>La puissance maximale du circuit hydraulique pour injecter le matériau, fermer, maintenir puis ouvrir le moule n’est requise que pendant un court moment du cycle. Cette puissance est appelée pendant la phase d’injection et de fermeture du moule. Ces phases ne durent que 6 à 7 secondes sur un cycle d’une trentaine de secondes. </P>
<P>Dans le cas de presses avec accumulateur, l’excès d’huile est envoyé dans ce dernier lorsque la charge est faible. Cette évacuation impacte la durée du cycle et implique des consommations énergétiques supplémentaires car le moteur consomme de l’énergie pour évacuer ce surplus d’huile. <BR>Le variateur de vitesse permet d’ajuster la vitesse du moteur à la puissance réellement nécessaire optimisant ainsi le volume d’huile requis par le process. </P>"
"2","1142","Optimisation de la performance énergétique des presses mécaniques"
"2","1142","<P>L’optimisation des presses mécaniques est moins abordable que l’optimisation des presses hydrauliques puisque qu’elle ne s’applique pas sur les presses existantes du fait de choix technologiques incompatibles. Les solutions d’économies d’énergie sont intégrées directement sur les nouvelles gammes des presses. </P>
<P>La solution principale consiste à remplacer les volants d’inertie par des servo-moteurs. Ceux-ci permettent une consommation du moteur adaptée au besoin réel et un paramétrage précis. Ainsi, les vitesses de descente et de remontée peuvent être modifiées. Par exemple, la presse peut ralentir juste avant ou juste après le contact avec la pièce usinée afin de la préserver.</P>"
"3","1142","Optimizing the energy performance of mechanical presses"
"3","1142","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The optimization of mechanical presses is less affordable than the optimization of hydraulic presses since it does not apply to existing presses due to incompatible technology choices. The energy saving solutions are integrated directly on the new ranges presses.</P>
<P>The main solution is to replace the flywheel by servo motors. These allow a consumption engine adapted to real need and a specific setting. Thus, rates of descent and ascent can be changed. For example, the press can slow just before or after contact with the machined part to preserve it.</P>"
"4","1142","Optimización de la realización energética de las prensas mecánicas"
"4","1142","<P>L’optimisation des presses mécaniques est moins abordable que l’optimisation des presses hydrauliques puisque qu’elle ne s’applique pas sur les presses existantes du fait de choix technologiques incompatibles. Les solutions d’économies d’énergie sont intégrées directement sur les nouvelles gammes des presses. </P>
<P>La solution principale consiste à remplacer les volants d’inertie par des servo-moteurs. Ceux-ci permettent une consommation du moteur adaptée au besoin réel et un paramétrage précis. Ainsi, les vitesses de descente et de remontée peuvent être modifiées. Par exemple, la presse peut ralentir juste avant ou juste après le contact avec la pièce usinée afin de la préserver.</P>"
"2","1143","Système d'extraction localisé couplé à une variation de vitesse sur le ventilateur en remplacement d'une extraction continue"
"2","1143","<P>Dans l'industrie, les système d'extraction des polluants sont parfois laissés en fonctionnement même lorsque le poste de travail n'est pas utilisé entraînant un gaspillage d'énergie.&nbsp;Cependant, il arrive que les ventilateurs ne soit pas arrêtés car un poste de travail est toujours en fonctionnement.&nbsp;</P>
<P>Pour pallier à ce problème, une solution est l'installation conjointe de vannes de fermeture des&nbsp;conduits&nbsp;d'extraction d'air couplé à la mise en place d'un variateur de vitesse sur le ventilateur d'extraction&nbsp;piloté en fonction du&nbsp;nombre de vannes ouvertes.</P>"
"3","1143","Local exhaust system coupled to a variable speed of the fan in place of a continuous extraction"
"3","1143","<P>In industry, the extraction of pollutants system may be left running even when the workstation is not used resulting in a waste of energy. However, sometimes the fans will not be stopped because a job is still running.</P>
<P>To overcome this problem, a solution is the joint facility shut-off valves for air exhaust ducts coupled with the establishment of a speed controlled depending on the exhaust fan in the number of valves open.</P>"
"4","1143","Sistema localizado de extracción acoplado a una variación de velocidad sobre el ventilador en sustitución de una extracción continua"
"4","1143","<P>Dans l'industrie, les système d'extraction des polluants sont parfois laissés en fonctionnement même lorsque le poste de travail n'est pas utilisé entraînant un gaspillage d'énergie.&nbsp;Cependant, il arrive que les ventilateurs ne soit pas arrêtés car un poste de travail est toujours en fonctionnement.&nbsp;</P>
<P>Pour pallier à ce problème, une solution est l'installation conjointe de vannes de fermeture des&nbsp;conduits&nbsp;d'extraction d'air couplé à la mise en place d'un variateur de vitesse sur le ventilateur d'extraction&nbsp;piloté en fonction du&nbsp;nombre de vannes ouvertes.</P>"
"2","1144","Dimensionnement optimal du moteur principal de l'extrudeur"
"2","1144","<P>Le rendement d’un moteur diminue avec sa charge. Il est toujours préférable d’utiliser un moteur correctement dimensionné car le surdimensionnement engendre des pertes d’énergie.</P>
<P>Par ailleurs, les extrudeuses sont souvent équipées d’un motoréducteur qui permet de réduire la vitesse de rotation de la vis en comparaison du moteur. </P>
<P>Il est aussi possible d'agir sur les vitesse de rotation de la vis. Lorsque les vitesses de rotations de vis sont élevées, la vitesse de la vis n’est plus directement corrélée à la vitesse de sortie en sortie de filière. Ainsi pour une même vitesse en sortie, il est possible de jouer sur la vitesse de rotation de la vis afin de diminuer les coûts sans augmenter la température de la matière.</P>"
"3","1144","Optimal sizing of the main motor of the extruder"
"3","1144","<P>The efficiency of a motor decreases its load. It is always better to use a properly sized for oversizing leads to loss of engine power.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Moreover, the extruders are often equipped with a gear motor which reduces the speed of rotation of the screw in comparison engine.</P>
<P>It is also possible to influence the rotational speed of the screw. When the screw rotation speeds are high, the speed of the screw is directly correlated to the output speed at the die outlet. Thus for the same output speed, it is possible to play on the speed of rotation of the screw to reduce costs without increasing the temperature of the material.</P>"
"4","1144","Dimensionamiento óptimo del motor principal del extractor."
"4","1144","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">La eficiencia de un motor disminuye&nbsp; con su carga. Siempre es mejor usar un dimensionamiento de motores adecuados ya que este conduce a la pérdida de potencia del motor.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Por otra parte, los extrusores son a menudo equipados con un motor de engranaje que reduce la velocidad de rotación del tornillo en comparación con el motor.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">También es posible influir en la velocidad de rotación del tornillo. Cuando las velocidades de rotación de tornillo son altos, la velocidad del tornillo está directamente correlacionada con la velocidad de salida en la salida de la boquilla. Así, para una velocidad de salida dado, es posible variar la velocidad de rotación del tornillo para reducir los costos sin aumentar la temperatura del material</P>"
"2","1446","Panneau solaire photovoltaïque monocristallin, sans tracker, raccordé au réseau"
"2","1446","Installation de panneaux photovoltaïques monocristallins, sans tracker, raccordé au réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1446","Monocrystalline photovoltaic solar panel without tracker , connected to the network"
"3","1446","Installing monocrystalline photovoltaic panels without tracker, connected to the grid to produce electricity from sunlight."
"4","1446","Paneles solares fotovoltaicos monocristalinos, sin seguidor, conectado a la red"
"4","1446","<P>Instalación de paneles fotovoltaicos monocristalinos sin seguidor solar, conectado a la red para producir electricidad a partir de luz solar.</P>"
"2","1447","Panneau solaire photovoltaïque monocristallin, sans tracker, isolé du réseau"
"2","1447","Installation de panneaux photovoltaïques monocristallins, sans tracker,&nbsp;isolé&nbsp;du&nbsp;réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1447","Monocrystalline photovoltaic solar panel without tracker , isolated network"
"3","1447","Monocrystalline photovoltaic panels without tracker, isolated network to generate electricity from sunlight."
"4","1447","Panel solar fotovoltaico monocristalino, sin seguidor, aislados a la red"
"4","1447","Installation de panneaux photovoltaïques monocristallins, sans tracker,&nbsp;isolé&nbsp;du&nbsp;réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"2","1448","Panneau solaire photovoltaïque monocristallin, avec tracker 1 axe, raccordé au réseau"
"2","1448","Installation de panneaux photovoltaïques monocristallins, avec tracker 1 axe, raccordé au réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1448","Monocrystalline photovoltaic solar panel , with one axis tracker , connected to the network"
"3","1448","Installing monocrystalline solar panels with 1-axis tracker, connected to the grid to produce electricity from sunlight."
"4","1448","Panel solar fotovoltaico monocristalino, con seguidor de 1 eje, conectado a la red"
"4","1448","Instalación de paneles solares monocristalinos con seguidores a 1 eje, conectado a la red eléctrica para producir electricidad a partir de luz solar."
"2","1449","Panneau solaire photovoltaïque monocristallin, avec tracker 1 axe, isolé du réseau"
"2","1449","Installation de panneaux photovoltaïques monocristallins, avec tracker 1 axe,&nbsp;isolé du &nbsp;réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1449","Monocrystalline photovoltaic solar panel , with one axis tracker , isolated network"
"3","1449","Installing monocrystalline solar panels with 1-axis tracker, isolated network to generate electricity from sunlight."
"4","1449","Paneles solares monocristalinos con seguidor de 1 eje, aislado a la red"
"4","1449","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Instalación de paneles solares monocristalinos con seguidor de 1 eje, aislados a la red para generar electricidad a partir de radiación solar.</P>"
"2","1450","Panneau solaire photovoltaïque monocristallin, avec tracker 2 axes, raccordé au réseau"
"2","1450","Installation de panneaux photovoltaïques monocristallins, avec tracker 2 axes, raccordé au réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1450","Monocrystalline photovoltaic solar panel with 2-axis tracker , connected to the network"
"3","1450","Installing monocrystalline solar panels with 2 axis tracker, connected to the grid to produce electricity from sunlight."
"4","1450","Paneles solares fotovoltaicos monocristalinos , con seguidores a  2 ejes, conectados a la red"
"4","1450","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Instalación de paneles solares fotovoltaicos monocristalinos con&nbsp; seguidor de 2 ejes, conectados a la red para producir electricidad a partir de luz solar.</P>"
"2","1451","Panneau solaire photovoltaïque monocristallin, avec tracker 2 axes, isolé du réseau"
"2","1451","Installation de panneaux photovoltaïques monocristallins, avec tracker 2 axes,&nbsp;isolé du&nbsp;réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1451","Monocrystalline photovoltaic solar panel with 2-axis tracker , isolated network"
"3","1451","Installing monocrystalline solar panels, 2-axis tracker with isolated network to generate electricity from sunlight."
"4","1451","Paneles solares fotovoltaicos monocristalinos , con seguidor de 2 ejes, aislados a la red"
"4","1451","Instalación de paneles solares monocristalinos,&nbsp;con seguidor de 2 ejes, aislados a la red, para generar electricidad a partir de radiación solar."
"2","1452","Panneau solaire photovoltaïque polycristallin, sans tracker, raccordé au réseau"
"2","1452","Installation de panneaux photovoltaïques polycristallins, sans tracker, raccordé au réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1452","Polycrystalline photovoltaic solar panel without tracker , connected to the network"
"3","1452","Installing polycrystalline photovoltaic panels without tracker, connected to the grid to produce electricity from sunlight."
"4","1452","Paneles solares fotovoltaicos policristalinos, sin seguidor y conectados a red"
"4","1452","<P>Instalación de paneles fotovoltaicos policristalinos sin seguidor, conectados a la red para producir electricidad a partir de radiación solar.</P>"
"2","1453","Panneau solaire photovoltaïque polycristallin, sans tracker, isolé du réseau"
"2","1453","Installation de panneaux photovoltaïques polycristallins, sans tracker,&nbsp;isolé&nbsp;du&nbsp;réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1453","Polycrystalline photovoltaic solar panel without tracker , isolated network"
"3","1453","Photovoltaic panels polycrystalline without tracker, isolated network to generate electricity from sunlight."
"4","1453","Instalación de paneles fotovoltaicos policristalinos , sin seguidor, aislados a la red"
"4","1453","<P class=MsoNormal style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; MARGIN: 0cm 0cm 10pt; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Instalación de paneles fotovoltaicos policristalinos sin seguidor,&nbsp;aislados a la red para producir electricidad a partir de radiación solar.</P>
<P class=MsoNormal style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; MARGIN: 0cm 0cm 10pt; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;</P>"
"2","1454","Panneau solaire photovoltaïque polycristallin, avec tracker 1 axe, raccordé au réseau"
"2","1454","Installation de panneaux photovoltaïques polycristallins, avec tracker 1 axe, raccordé au réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1454","Polycrystalline photovoltaic solar panel , with one axis tracker , connected to the network"
"3","1454","Installing polycrystalline photovoltaic panels with 1-axis tracker, connected to the grid to produce electricity from sunlight."
"4","1454","Instalación de paneles fotovoltaicos policristalinos , con seguidor de 1 eje, conectado a red"
"4","1454","Instalación de paneles fotovoltaicos policristalinos con&nbsp; seguidor de 1 eje, conectado a la red para producir electricidad a partir de radiación solar."
"2","1455","Panneau solaire photovoltaïque polycristallin, avec tracker 1 axe, isolé du réseau"
"2","1455","Installation de panneaux photovoltaïques polycristallins,avec tracker 1 axe,&nbsp;isolé du&nbsp;réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1455","Polycrystalline photovoltaic solar panel , with one axis tracker , isolated network"
"3","1455","Installing polycrystalline photovoltaic panels with 1-axis tracker, isolated network to generate electricity from sunlight."
"4","1455","Paneles fotovoltaicos policristalinos con  seguidor de 1 eje , aislado a la red"
"4","1455","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Instalación de paneles fotovoltaicos policristalinos con&nbsp; seguidor de 1 eje,&nbsp;aislado a la red para producir electricidad a partir de radiación solar.</P>"
"2","1456","Panneau solaire photovoltaïque polycristallin, avec tracker 2 axes, raccordé au réseau"
"2","1456","Installation de panneaux photovoltaïques polycristallins, avec tracker 2 axes, raccordé au réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1456","Polycrystalline photovoltaic solar panel with 2-axis tracker , connected to the network"
"3","1456","Installing polycrystalline photovoltaic panels, 2-axis tracker with, connected to the grid to produce electricity from sunlight."
"4","1456","Paneles fotovoltaicos policristalinos con  seguidor de 2 ejes ,conectado a red"
"4","1456","Instalación de paneles fotovoltaicos policristalinos con&nbsp; seguidor de&nbsp;2 ejes, conectado a la red para producir electricidad a partir de radiación solar."
"2","1457","Panneau solaire photovoltaïque polycristallin, avec tracker 2 axes, isolé du réseau"
"2","1457","Installation de panneaux photovoltaïques polycristallins, avec tracker 2 axes, isolé du réseau&nbsp;pour produire l'électricité à partir du rayonnement solaire."
"3","1457","Polycrystalline photovoltaic solar panel with 2-axis tracker , isolated network"
"3","1457","Installing polycrystalline photovoltaic panels, 2-axis tracker with isolated network to generate electricity from sunlight."
"4","1457","Paneles fotovoltaicos policristalinos con seguidor de 2 ejes , aislado a la red"
"4","1457","Instalación de paneles fotovoltaicos policristalinos con&nbsp; seguidor de&nbsp;2 ejes,&nbsp;aislado a la red para producir electricidad a partir de radiación solar.
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;</P>"
"2","1458","Eolienne à axe vertical"
"2","1458","La génération d'électricité à partir de l'installation d'éolienne à axe vertical pour petites puissances.&nbsp;"
"3","1458","Vertical axis wind turbine"
"3","1458","The generation of electricity from the installation of vertical axis wind turbine for small powers."
"4","1458","Aerogenerador de eje vertical"
"4","1458","La génération d'électricité à partir de l'installation d'éolienne à axe vertical pour petites puissances.&nbsp;"
"2","1460","Eolienne de moyenne puissance à axe horizontal"
"2","1460","La génération d'électricité à partir de l'installation d'une éolienne à axe horizontal de puissance comprise entre&nbsp;36 et 500 kW."
"3","1460","Average power wind turbine with horizontal axis"
"3","1460","The generation of electricity from the installation of a horizontal axis wind turbine of between 36 to 500 kW."
"4","1460","Aerogenerador mediano de eje horizontal"
"4","1460","La génération d'électricité à partir de l'installation d'une éolienne à axe horizontal de puissance comprise entre&nbsp;36 et 500 kW."
"2","1461","Grande éolienne à axe horizontal"
"2","1461","La génération d'électricité à partir de l'installation d'une éolienne à axe horizontal de grande puissance. Cette puissance doit être supérieure à 500 kW."
"3","1461","Large horizontal axis wind turbine"
"3","1461","The generation of electricity from the installation of a horizontal axis wind turbine of great power. This power must be greater than 500 kW."
"4","1461","Aerogenerador grande de eje horizontal"
"4","1461","La génération d'électricité à partir de l'installation d'une éolienne à axe horizontal de grande puissance. Cette puissance doit être supérieure à 500 kW."
"2","1462","Micro-cogénération avec moteur à combustion interne"
"3","1462","Micro-CHP with internal combustion engine"
"4","1462","Micro cogeneración con motor de combustión interna"
"2","1463","Micro-cogénération avec micro turbine"
"3","1463","Micro-CHP micro turbine"
"4","1463","Micro cogeneración con micro turbina"
"2","1464","Valorisation du biogaz par cogénération"
"2","1464","Cette solution permet de produire de l'électricité et de la chaleur. Une prime pour l'efficacité énergétique est disponible lorsque les rendement de l'installation dépassent 35 %."
"3","1464","Biogas cogeneration"
"3","1464","This solution is used to produce electricity and heat. A premium for energy efficiency is available when the performance of the facility exceed 35%."
"4","1464","Valorización de biogás por cogeneración"
"4","1464","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Esta solución se utiliza para producir electricidad y calor. Una prima de la eficiencia energética está disponible cuando el rendimiento de la instalación excede el &nbsp;35%.</P>"
"2","1465","Valorisation du biogaz par électricité seulement"
"2","1465","Parfois les besoins de chaleur sont faible et l'énergie potentiellement disponible par cogénération ne peut pas être utilisée"
"3","1465","Biogas for electricity only"
"3","1465","Sometimes requirements are low heat and energy potentially available from cogeneration may not be used"
"4","1465","Valorización del biogás por electricidad solamente"
"4","1465","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">A veces las necesidades de calor&nbsp;son pocas y la energía potencialmente disponible&nbsp;por cogeneración no puede ser utilizada.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">&nbsp;</P>"
"2","1466","Valorisation du biogaz par la production de chaleur seulement"
"2","1466","Mise en place d'une chaudière biogaz en aval pour valoriser le biogaz"
"3","1466","Biogas for heat production only"
"3","1466","Establishment of a biogas boiler downstream to enhance biogas"
"4","1466","Valorización de biogás por la producción de calor solamente"
"4","1466","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Puesta en marcha de una caldera de biogás para valorizar el biogás.</P>"
"2","1480","Modification des systèmes d'approvisionnement et de distribution d'azote"
"2","1480","Modification des systèmes d'approvisionnement et de distribution d'azote"
"3","1480","Changes in supply and distribution systems nitrogen"
"3","1480","Modification des systèmes d'approvisionnement et de distribution d'azote"
"4","1480","Cambios en los sistemas de suministro y distribución de nitrógeno"
"4","1480","Modification des systèmes d'approvisionnement et de distribution d'azote"
"2","1482","Implantation d'une serre à proximité d'une source de chaleur résiduelle"
"2","1482","Construction d'une serre agricole à côté d'une central de production élecrtique afin de récuperer la chaleur résiduelle à faible coût pour pouvoir produire toute l'année"
"3","1482","Implantation of a greenhouse near a source of waste heat"
"3","1482","Construction d'une serre agricole à côté d'une central de production élecrtique afin de récuperer la chaleur résiduelle à faible coût pour pouvoir produire toute l'année"
"4","1482","Establecimiento de un invernadero cerca de fuentes de calor residual"
"4","1482","Construction d'une serre agricole à côté d'une central de production élecrtique afin de récuperer la chaleur résiduelle à faible coût pour pouvoir produire toute l'année"
"2","1483","Réservoir d'hydroaccumulation de chaleur"
"2","1483","Une centrale de production de chaleur peut parfois produire plus de chaleur que necéssaire, dans ce cas il est possible d'opter pour une solution de stockage de l'énergie thermique réutilisable si besoin."
"3","1483","A heat reservoir hydroaccumulation"
"3","1483","Une centrale de production de chaleur peut parfois produire plus de chaleur que necéssaire, dans ce cas il est possible d'opter pour une solution de stockage de l'énergie thermique réutilisable si besoin."
"4","1483","Depósito de hydroaccumulation de calor"
"4","1483","Une centrale de production de chaleur peut parfois produire plus de chaleur que necéssaire, dans ce cas il est possible d'opter pour une solution de stockage de l'énergie thermique réutilisable si besoin."
"2","1484","Audit énergétique dans l'industrie"
"2","1484","<P>Afin de pouvoir économiser de l'énergie sur un site industiel, il est important de réaliser dans un premier temps un audit energétique complet.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">L’audit énergétique permet de faire un état des lieux de la situation énergétique et d’identifier les gisements d’économies d’énergie. Les solutions sont classées par priorité en fonction des gains, des coûts des temps de retour sur investissement et des financements associés. Des campagnes de mesure (puissance, énergie, température, lumière, débit…) sont effectuées pour approfondir la connaissance du système et l’intérêt d’une solution donnée.</P>"
"3","1484","Energy audit in industry"
"3","1484","<P>In order to save energy on a industiel site, it is important to realize at first a complete energetic audit.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The energy audit can make an inventory of the energy situation and identify energy savings deposits. The solutions are prioritized based on earnings, costs of time and return on investment associated funding. Measurement campaigns (power, energy, temperature, light, speed ...) are carried out to deepen the knowledge of the system and the value of a given solution.</P>"
"4","1484","Realización de una auditoría energética en una fábrica"
"4","1484","<P>Afin de pouvoir économiser de l'énergie sur un site industiel, il est important de réaliser dans un premier temps un audit energétique complet.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">L’audit énergétique permet de faire un état des lieux de la situation énergétique et d’identifier les gisements d’économies d’énergie. Les solutions sont classées par priorité en fonction des gains, des coûts des temps de retour sur investissement et des financements associés. Des campagnes de mesure (puissance, énergie, température, lumière, débit…) sont effectuées pour approfondir la connaissance du système et l’intérêt d’une solution donnée.</P>"
"2","1485","Réduction des temps de purge"
"2","1485","Réduir les temps de purges"
"3","1485","Reducing purge time"
"3","1485","Réduir les temps de purges"
"4","1485","Reducir el tiempo de purga"
"4","1485","Réduir les temps de purges"
"2","1486","Mur solaire passif"
